Analysis,ICPMS_connect,Sample,Mica_type,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,LiO2,Cl,F ,Total,"O=F,Cl_Wt%",Volatitle TOTAL_Wt%,SiO2_Mol Prop,TiO2_Mol Prop,Al2O3_Mol Prop,FeO_Mol Prop,MnO_Mol Prop,MgO_Mol Prop,CaO_Mol Prop,Na2O_Mol Prop,K2O_Mol Prop,LiO2_Mol Prop,Cl_Mol Prop,F_Mol Prop,SiO2_At Prop O,TiO2_At Prop O,Al2O3_At Prop O,FeO_At Prop O,MnO_At Prop O,MgO_At Prop O,CaO_At Prop O,Na2O_At Prop O,K2O_At Prop O,LiO2_At Prop O,Cl_At Prop O,F_At Prop O,Total_At Prop O,SiO2_No Anions,TiO2_No Anions,Al2O3_No Anions,FeO_No Anions,MnO_No Anions,MgO_No Anions,CaO_No Anions,Na2O_No Anions,K2O_No Anions,LiO2_No Anions,Cl_No Anions,F_No Anions,Total_No Anions,Si_,Ti_,Al_,Fe(ii)_,Mn_,Mg_,Ca_,Na_,K_,Li_,Cl_,F_,TOTAL_,Si_APFU,Al (IV)_APFU,Al (VI)_APFU,Ti_APFU,Fe(ii)_APFU,Mn_APFU,Mg_APFU,Ca_APFU,Na_APFU,K_APFU,Li_APFU,Cl_APFU,F_APFU,TOTAL_APFU,OH_APFU,XMg_APFU,Xsid_APFU,Xan_APFU,F/(F + OH)_APFU
13A08_2,13A08_3,13A08,3a,45.1527,0.0629,36.8072,1.3388,0.0819,0.0247,0,0.4688,9.9723,0.283540921,0.0109,0.4045,94.3332,0.173,94.16,0.752,0.001,0.361,0.019,0.001,0.001,0,0.008,0.106,0.007,0,0.021,1.503,0.002,1.083,0.019,0.001,0.001,0,0.008,0.106,0.015,0,0.021,2.747,12.039,0.013,8.674,0.149,0.009,0.005,0,0.061,0.848,0.117,0.002,0.171,8.009,6.019,0.006,5.783,0.149,0.009,0.005,0,0.121,1.696,0.058,0.002,0.171,13.847,6.019,1.981,3.802,0.006,0.149,0.009,0.005,0,0.121,1.696,0.058,0.002,0.171,13.847,3.827,0.001236008,1.118085822,-0.11932183,0.042654205
13A08_3,13A08_3,13A08,3a,45.1989,0.0596,37.4659,1.1873,0.0182,0.0238,0,0.6075,9.7913,0.283540921,0.0124,0.2833,94.7087,0.122,94.587,0.752,0.001,0.367,0.017,0,0.001,0,0.01,0.104,0.007,0,0.015,1.505,0.001,1.102,0.017,0,0.001,0,0.01,0.104,0.015,0,0.015,2.762,11.986,0.012,8.781,0.132,0.002,0.005,0,0.078,0.828,0.116,0.003,0.119,7.966,5.993,0.006,5.854,0.132,0.002,0.005,0,0.156,1.656,0.058,0.003,0.119,13.861,5.993,2.007,3.847,0.006,0.132,0.002,0.005,0,0.156,1.656,0.058,0.003,0.119,13.861,3.878,0.001178656,1.127998147,-0.129176802,0.029714395
13A08_4,13A08_4,13A08,3a,45.2247,0.0309,37.7621,1.19,0.077,0.0044,0,0.6138,9.7929,0.338177854,0,0.3235,95.071,0.136,94.935,0.753,0,0.37,0.017,0.001,0,0,0.01,0.104,0.009,0,0.017,1.505,0.001,1.111,0.017,0.001,0,0,0.01,0.104,0.017,0,0.017,2.775,11.936,0.006,8.809,0.131,0.009,0.001,0,0.079,0.824,0.138,0,0.135,7.928,5.968,0.003,5.873,0.131,0.009,0.001,0,0.157,1.648,0.069,0,0.135,13.859,5.968,2.032,3.841,0.003,0.131,0.009,0.001,0,0.157,1.648,0.069,0,0.135,13.859,3.865,0.000217243,1.13334,-0.133557243,0.033747758
13A08_5,13A08_3,13A08,3a,44.8927,0.0435,36.9794,1.1201,0.0596,0.013,0,0.6836,9.7534,0.283540921,0.0126,0.3335,93.9638,0.143,93.821,0.747,0.001,0.363,0.016,0.001,0,0,0.011,0.104,0.007,0,0.018,1.494,0.001,1.088,0.016,0.001,0,0,0.011,0.104,0.015,0,0.018,2.738,12.006,0.009,8.741,0.125,0.007,0.003,0,0.089,0.832,0.117,0.003,0.141,8.034,6.003,0.004,5.828,0.125,0.007,0.003,0,0.177,1.664,0.058,0.003,0.141,13.869,6.003,1.997,3.831,0.004,0.125,0.007,0.003,0,0.177,1.664,0.058,0.003,0.141,13.869,3.856,0.00065287,1.124913585,-0.125566456,0.035278977
13A08_6,13A08_4,13A08,3a,44.8371,0.0606,36.4604,1.1326,0.0519,0.001,0,0.6771,10.0648,0.338177854,0,0.223,93.5653,0.094,93.471,0.746,0.001,0.358,0.016,0.001,0,0,0.011,0.107,0.009,0,0.012,1.493,0.002,1.073,0.016,0.001,0,0,0.011,0.107,0.017,0,0.012,2.724,12.053,0.012,8.663,0.127,0.006,0,0,0.088,0.863,0.14,0,0.095,8.075,6.026,0.006,5.775,0.127,0.006,0,0,0.176,1.726,0.07,0,0.095,13.913,6.026,1.974,3.802,0.006,0.127,0.006,0,0,0.176,1.726,0.07,0,0.095,13.913,3.905,5.08E-05,1.117952028,-0.11800287,0.023694173
13A08_7,13A08_3,13A08,3a,44.8495,0.0579,36.5625,1.1375,0.0547,0.0135,0,0.6951,9.9587,0.283540921,0.0146,0.3442,93.7112,0.148,93.563,0.746,0.001,0.359,0.016,0.001,0,0,0.011,0.106,0.007,0,0.018,1.493,0.001,1.076,0.016,0.001,0,0,0.011,0.106,0.015,0,0.018,2.728,12.041,0.012,8.676,0.128,0.006,0.003,0,0.09,0.853,0.117,0.003,0.146,8.065,6.02,0.006,5.784,0.128,0.006,0.003,0,0.181,1.705,0.059,0.003,0.146,13.891,6.02,1.98,3.804,0.006,0.128,0.006,0.003,0,0.181,1.705,0.059,0.003,0.146,13.891,3.851,0.000684518,1.118743191,-0.119427709,0.03655506
13A08_8,13A08_5,13A08,3a,45.509,0.1353,36.6797,1.1322,0.0485,0.0307,0,0.4203,9.9985,0.309360057,0.011,0.2084,94.1858,0.09,94.096,0.757,0.002,0.36,0.016,0.001,0.001,0,0.007,0.106,0.008,0,0.011,1.515,0.003,1.079,0.016,0.001,0.001,0,0.007,0.106,0.016,0,0.011,2.749,12.123,0.027,8.636,0.126,0.005,0.006,0,0.054,0.849,0.127,0.002,0.088,8.002,6.061,0.014,5.758,0.126,0.005,0.006,0,0.109,1.699,0.064,0.002,0.088,13.841,6.061,1.939,3.819,0.014,0.126,0.005,0.006,0,0.109,1.699,0.064,0.002,0.088,13.841,3.91,0.001535415,1.110983437,-0.112518852,0.021956644
13A08_9,13A08_2,13A08,3a,44.6608,0.1278,37.0928,0.9954,0.0225,0.0126,0,0.3942,10.3158,0.279020611,0.0021,0.2999,93.9543,0.127,93.828,0.743,0.002,0.364,0.014,0,0,0,0.006,0.11,0.007,0,0.016,1.487,0.003,1.091,0.014,0,0,0,0.006,0.11,0.014,0,0.016,2.734,11.964,0.026,8.783,0.111,0.003,0.003,0,0.051,0.881,0.115,0,0.127,8.047,5.982,0.013,5.855,0.111,0.003,0.003,0,0.102,1.762,0.058,0,0.127,13.889,5.982,2.018,3.837,0.013,0.111,0.003,0.003,0,0.102,1.762,0.058,0,0.127,13.889,3.873,0.000634336,1.129762362,-0.130396698,0.031758003
13A08_10,13A08_1,13A08,3a,44.7637,0.1088,36.4794,1.2434,0.0617,0.0204,0,0.4665,10.2275,0.37485567,0.0138,0.3195,93.7072,0.138,93.57,0.745,0.001,0.358,0.017,0.001,0.001,0,0.008,0.109,0.01,0,0.017,1.49,0.003,1.073,0.017,0.001,0.001,0,0.008,0.109,0.019,0,0.017,2.729,12.014,0.022,8.653,0.14,0.007,0.004,0,0.061,0.875,0.155,0.003,0.136,8.062,6.007,0.011,5.769,0.14,0.007,0.004,0,0.121,1.751,0.078,0.003,0.136,13.887,6.007,1.993,3.776,0.011,0.14,0.007,0.004,0,0.121,1.751,0.078,0.003,0.136,13.887,3.861,0.001036519,1.118134884,-0.119171403,0.033918967
14B02_1,14B02_10,14B02,5,48.5543,0.5078,21.7611,4.5769,0.3517,2.6908,0,0.3118,10.1896,10.39254679,0.0069,7.904,96.9541,3.33,93.625,0.808,0.006,0.213,0.064,0.005,0.067,0,0.005,0.108,0.267,0,0.416,1.616,0.013,0.64,0.064,0.005,0.067,0,0.005,0.108,0.534,0,0.416,3.26,10.908,0.086,4.321,0.43,0.033,0.451,0,0.034,0.73,3.602,0.001,2.808,6.749,5.454,0.043,2.881,0.43,0.033,0.451,0,0.068,1.46,1.801,0.001,2.808,12.621,5.454,2.546,0.335,0.043,0.43,0.033,0.451,0,0.068,1.46,1.801,0.001,2.808,12.621,1.191,0.348824343,0.411807825,0.239367832,0.702109889
14B02_2,14B02_9,14B02,5,48.1419,0.5446,22.4096,4.4207,0.3167,2.6479,0,0.2671,10.0657,11.78738158,0.0008,7.42,96.314,3.124,93.19,0.801,0.007,0.22,0.062,0.004,0.066,0,0.004,0.107,0.303,0,0.391,1.603,0.014,0.659,0.062,0.004,0.066,0,0.004,0.107,0.605,0,0.391,3.319,10.622,0.09,4.37,0.408,0.03,0.436,0,0.029,0.708,4.013,0,2.588,6.628,5.311,0.045,2.914,0.408,0.03,0.436,0,0.057,1.417,2.006,0,2.588,12.623,5.311,2.689,0.225,0.045,0.408,0.03,0.436,0,0.057,1.417,2.006,0,2.588,12.623,1.411,0.381061754,0.416321213,0.202617033,0.647147481
14B02_3,14B02_8,14B02,5,48.3472,0.5259,22.227,4.5881,0.3397,2.6692,0,0.2726,10.1502,11.78738158,0.0021,7.984,97.1113,3.362,93.749,0.805,0.007,0.218,0.064,0.005,0.066,0,0.004,0.108,0.303,0,0.42,1.609,0.013,0.654,0.064,0.005,0.066,0,0.004,0.108,0.605,0,0.42,3.339,10.604,0.087,4.309,0.421,0.032,0.436,0,0.029,0.71,3.989,0,2.769,6.588,5.302,0.043,2.873,0.421,0.032,0.436,0,0.058,1.42,1.994,0,2.769,12.579,5.302,2.698,0.174,0.043,0.421,0.032,0.436,0,0.058,1.42,1.994,0,2.769,12.579,1.231,0.394413601,0.399445859,0.206140541,0.692203978
14B02_4,14B02_7,14B02,5,46.0471,0.6081,25.3121,4.5361,0.3153,2.4286,0,0.4515,10.0707,6.414951846,0.0328,5.5675,95.5183,2.352,93.167,0.766,0.008,0.248,0.063,0.004,0.06,0,0.007,0.107,0.165,0.001,0.293,1.533,0.015,0.745,0.063,0.004,0.06,0,0.007,0.107,0.329,0.001,0.293,3.011,11.199,0.111,5.441,0.461,0.032,0.44,0,0.053,0.781,2.407,0.007,2.141,7.306,5.599,0.056,3.627,0.461,0.032,0.44,0,0.106,1.562,1.204,0.007,2.141,13.088,5.599,2.401,1.227,0.056,0.461,0.032,0.44,0,0.106,1.562,1.204,0.007,2.141,13.088,1.852,0.198651318,0.666890225,0.134458458,0.536097926
14B02_5,14B02_5,14B02,5,45.4462,0.7592,27.9872,3.6632,0.293,2.1833,0,0.3239,9.8381,8.491993829,0.006,4.0361,94.8389,1.701,93.138,0.756,0.01,0.274,0.051,0.004,0.054,0,0.005,0.104,0.218,0,0.212,1.513,0.019,0.823,0.051,0.004,0.054,0,0.005,0.104,0.436,0,0.212,3.117,10.679,0.134,5.813,0.36,0.029,0.382,0,0.037,0.737,3.079,0.001,1.499,7.059,5.339,0.067,3.875,0.36,0.029,0.382,0,0.074,1.474,1.539,0.001,1.499,13.14,5.339,2.661,1.214,0.067,0.36,0.029,0.382,0,0.074,1.474,1.539,0.001,1.499,13.14,2.499,0.186273645,0.754268847,0.059457508,0.374971554
14B02_6,14B02_6,14B02,5,44.9889,0.8485,29.2091,3.7873,0.2816,2.096,0,0.3775,9.829,4.574663138,0.0122,3.3496,94.9837,1.413,93.571,0.749,0.011,0.286,0.053,0.004,0.052,0,0.006,0.104,0.117,0,0.176,1.498,0.021,0.859,0.053,0.004,0.052,0,0.006,0.104,0.235,0,0.176,2.921,11.281,0.16,6.474,0.397,0.03,0.392,0,0.046,0.786,1.77,0.003,1.328,7.532,5.64,0.08,4.316,0.397,0.03,0.392,0,0.092,1.572,0.885,0.003,1.328,13.403,5.64,2.36,1.956,0.08,0.397,0.03,0.392,0,0.092,1.572,0.885,0.003,1.328,13.403,2.669,0.137227354,0.834698329,0.028074317,0.332196665
14B02_7,14B02_2,14B02,5,44.8887,0.8384,29.6247,3.6339,0.2427,2.0852,0,0.3544,9.8289,4.63656719,0,3.1435,94.7852,1.324,93.462,0.747,0.01,0.291,0.051,0.003,0.052,0,0.006,0.104,0.119,0,0.165,1.494,0.021,0.872,0.051,0.003,0.052,0,0.006,0.104,0.238,0,0.165,2.924,11.245,0.158,6.559,0.381,0.026,0.389,0,0.043,0.785,1.792,0,1.245,7.525,5.622,0.079,4.373,0.381,0.026,0.389,0,0.086,1.57,0.896,0,1.245,13.422,5.622,2.378,1.995,0.079,0.381,0.026,0.389,0,0.086,1.57,0.896,0,1.245,13.422,2.755,0.135678052,0.846670289,0.017651659,0.311245774
14B02_8,14B02_4,14B02,5,44.8275,0.8872,29.4394,3.5533,0.2654,2.0765,0,0.3726,9.8771,4.419227373,0.0034,3.1235,94.6926,1.316,93.377,0.746,0.011,0.289,0.049,0.004,0.052,0,0.006,0.105,0.113,0,0.164,1.492,0.022,0.866,0.049,0.004,0.052,0,0.006,0.105,0.227,0,0.164,2.905,11.299,0.168,6.559,0.374,0.028,0.39,0,0.046,0.794,1.719,0.001,1.245,7.572,5.65,0.084,4.373,0.374,0.028,0.39,0,0.091,1.588,0.859,0.001,1.245,13.437,5.65,2.35,2.022,0.084,0.374,0.028,0.39,0,0.091,1.588,0.859,0.001,1.245,13.437,2.754,0.134572294,0.844623664,0.020804042,0.311250885
14B02_9,14B02_3,14B02,5,44.5122,0.7841,29.878,3.3765,0.246,1.9836,0,0.3344,9.9025,8.231498266,0,2.8676,94.0993,1.207,92.892,0.741,0.01,0.293,0.047,0.003,0.049,0,0.005,0.105,0.211,0,0.151,1.482,0.02,0.879,0.047,0.003,0.049,0,0.005,0.105,0.423,0,0.151,3.089,10.553,0.14,6.261,0.335,0.025,0.351,0,0.038,0.749,3.011,0,1.075,7.122,5.277,0.07,4.174,0.335,0.025,0.351,0,0.077,1.497,1.506,0,1.075,13.31,5.277,2.723,1.451,0.07,0.335,0.025,0.351,0,0.077,1.497,1.506,0,1.075,13.31,2.925,0.157155113,0.836031518,0.00681337,0.268730454
14B02_10,14B02_1,14B02,5,45.5195,0.8433,27.7705,3.9453,0.2595,2.191,0,0.3395,9.8808,4.233576508,0,4.1338,95.1003,1.741,93.36,0.758,0.011,0.272,0.055,0.004,0.054,0,0.005,0.105,0.109,0,0.218,1.515,0.021,0.817,0.055,0.004,0.054,0,0.005,0.105,0.217,0,0.218,2.903,11.483,0.16,6.192,0.416,0.028,0.412,0,0.042,0.795,1.648,0,1.649,7.578,5.742,0.08,4.128,0.416,0.028,0.412,0,0.083,1.59,0.824,0,1.649,13.302,5.742,2.258,1.87,0.08,0.416,0.028,0.412,0,0.083,1.59,0.824,0,1.649,13.302,2.351,0.146850184,0.784478141,0.068671675,0.412197466
14B02_11,14B02_11,14B02,5,45.0082,0.8059,27.9827,4.218,0.2381,2.2071,0,0.2877,9.9415,6.44959044,0,3.6049,94.4519,1.518,92.934,0.749,0.01,0.274,0.059,0.003,0.055,0,0.005,0.106,0.166,0,0.19,1.498,0.02,0.823,0.059,0.003,0.055,0,0.005,0.106,0.331,0,0.19,2.995,11.006,0.148,6.048,0.431,0.025,0.402,0,0.034,0.775,2.433,0,1.394,7.346,5.503,0.074,4.032,0.431,0.025,0.402,0,0.068,1.55,1.217,0,1.394,13.303,5.503,2.497,1.535,0.074,0.431,0.025,0.402,0,0.068,1.55,1.217,0,1.394,13.303,2.606,0.163051577,0.782040215,0.054908207,0.348430206
14B02_12,14B02_12,14B02,5,44.9169,0.8755,28.2432,4.2108,0.2442,2.1978,0.0457,0.334,9.6248,4.724027667,0.0017,3.7142,94.6461,1.564,93.082,0.748,0.011,0.277,0.059,0.003,0.055,0.001,0.005,0.102,0.121,0,0.195,1.495,0.022,0.831,0.059,0.003,0.055,0.001,0.005,0.102,0.243,0,0.195,2.914,11.291,0.166,6.275,0.443,0.026,0.412,0.006,0.041,0.772,1.832,0,1.476,7.551,5.645,0.083,4.183,0.443,0.026,0.412,0.006,0.081,1.543,0.916,0,1.476,13.338,5.645,2.355,1.829,0.083,0.443,0.026,0.412,0.006,0.081,1.543,0.916,0,1.476,13.338,2.524,0.147512561,0.804028198,0.048459241,0.36905827
14B02_13,14B02_13,14B02,5,44.857,0.9431,28.7441,3.8628,0.2654,2.0597,0,0.3318,9.7654,6.249822644,0.0048,3.2641,94.3177,1.375,92.942,0.747,0.012,0.282,0.054,0.004,0.051,0,0.005,0.104,0.16,0,0.172,1.493,0.024,0.846,0.054,0.004,0.051,0,0.005,0.104,0.321,0,0.172,2.987,10.997,0.174,6.229,0.396,0.028,0.376,0,0.039,0.763,2.364,0.001,1.265,7.365,5.499,0.087,4.152,0.396,0.028,0.376,0,0.079,1.527,1.182,0.001,1.265,13.326,5.499,2.501,1.651,0.087,0.396,0.028,0.376,0,0.079,1.527,1.182,0.001,1.265,13.326,2.734,0.1483072,0.815584241,0.03610856,0.316385647
14B02_14,14B02_15,14B02,5,47.6899,0.6478,22.7018,4.6529,0.2463,2.6068,0,0.2505,10.0997,8.939486804,0.0027,6.8941,95.9586,2.903,93.055,0.794,0.008,0.223,0.065,0.003,0.065,0,0.004,0.107,0.23,0,0.363,1.588,0.016,0.668,0.065,0.003,0.065,0,0.004,0.107,0.459,0,0.363,3.157,11.065,0.113,4.656,0.451,0.024,0.451,0,0.028,0.747,3.2,0.001,2.529,6.97,5.532,0.057,3.104,0.451,0.024,0.451,0,0.056,1.495,1.6,0.001,2.529,12.77,5.532,2.468,0.636,0.057,0.451,0.024,0.451,0,0.056,1.495,1.6,0.001,2.529,12.77,1.471,0.278470921,0.50196711,0.219561969,0.632321107
14B02_15,14B02_14,14B02,5,44.6592,0.7524,27.9471,4.1215,0.2784,2.2486,0,0.3426,9.916,5.551925644,0.0063,4.0333,94.4777,1.7,92.778,0.743,0.009,0.274,0.057,0.004,0.056,0,0.006,0.105,0.143,0,0.212,1.487,0.019,0.822,0.057,0.004,0.056,0,0.006,0.105,0.285,0,0.212,2.947,11.098,0.141,6.139,0.428,0.029,0.417,0,0.041,0.786,2.129,0.001,1.585,7.465,5.549,0.07,4.092,0.428,0.029,0.417,0,0.083,1.572,1.064,0.001,1.585,13.304,5.549,2.451,1.641,0.07,0.428,0.029,0.417,0,0.083,1.572,1.064,0.001,1.585,13.304,2.414,0.161087555,0.788121658,0.050790788,0.396301759
14B02_16,14B02_20,14B02,5,45.7135,0.805,24.7059,4.7075,0.3159,2.4573,0,0.3827,9.9754,12.97663823,0.0077,6.1679,95.4543,2.599,92.856,0.761,0.01,0.242,0.066,0.004,0.061,0,0.006,0.106,0.333,0,0.325,1.522,0.02,0.727,0.066,0.004,0.061,0,0.006,0.106,0.666,0,0.325,3.341,10.021,0.133,4.787,0.431,0.029,0.402,0,0.041,0.697,4.389,0.001,2.138,6.585,5.011,0.066,3.191,0.431,0.029,0.402,0,0.081,1.395,2.195,0.001,2.138,12.801,5.011,2.989,0.202,0.066,0.431,0.029,0.402,0,0.081,1.395,2.195,0.001,2.138,12.801,1.861,0.355139552,0.526924393,0.117936055,0.534631438
14B02_17,14B02_19,14B02,5,44.7304,0.8518,28.6983,3.9427,0.2536,2.1154,0,0.343,9.9003,4.672254678,0.0026,3.9962,95.0191,1.683,93.336,0.745,0.011,0.281,0.055,0.004,0.052,0,0.006,0.105,0.12,0,0.21,1.489,0.021,0.844,0.055,0.004,0.052,0,0.006,0.105,0.24,0,0.21,2.921,11.213,0.161,6.359,0.413,0.027,0.395,0,0.042,0.791,1.807,0.001,1.584,7.53,5.606,0.08,4.239,0.413,0.027,0.395,0,0.083,1.583,0.904,0.001,1.584,13.331,5.606,2.394,1.846,0.08,0.413,0.027,0.395,0,0.083,1.583,0.904,0.001,1.584,13.331,2.416,0.143150328,0.821320545,0.035529127,0.396013888
14B02_18,14B02_18,14B02,5,46.477,0.8338,23.8192,4.7691,0.2894,2.5535,0,0.2855,10.0058,7.87179908,0.0056,6.4625,95.6851,2.722,92.963,0.774,0.01,0.234,0.066,0.004,0.063,0,0.005,0.106,0.202,0,0.34,1.547,0.021,0.701,0.066,0.004,0.063,0,0.005,0.106,0.404,0,0.34,3.088,11.023,0.149,4.993,0.473,0.029,0.451,0,0.033,0.757,2.88,0.001,2.423,7.124,5.511,0.074,3.329,0.473,0.029,0.451,0,0.066,1.513,1.44,0.001,2.423,12.887,5.511,2.489,0.84,0.074,0.473,0.029,0.451,0,0.066,1.513,1.44,0.001,2.423,12.887,1.576,0.241688025,0.582514957,0.175797019,0.605978774
14B02_19,14B02_17,14B02,5,44.7417,0.8746,28.6013,4.0628,0.2478,2.0791,0,0.3364,9.9264,9.645437259,0.0013,3.7994,94.8939,1.6,93.294,0.745,0.011,0.281,0.057,0.003,0.052,0,0.005,0.105,0.248,0,0.2,1.489,0.022,0.842,0.057,0.003,0.052,0,0.005,0.105,0.495,0,0.2,3.171,10.334,0.152,5.839,0.392,0.024,0.358,0,0.038,0.731,3.437,0,1.387,6.939,5.167,0.076,3.893,0.392,0.024,0.358,0,0.075,1.462,1.719,0,1.387,13.167,5.167,2.833,1.06,0.076,0.392,0.024,0.358,0,0.075,1.462,1.719,0,1.387,13.167,2.612,0.187374554,0.77669156,0.035933885,0.346895547
14B02_20,14B02_16,14B02,5,45.1531,0.8559,27.9809,4.3031,0.2603,2.137,0,0.327,9.863,6.684193228,0.0076,3.5613,94.6825,1.501,93.181,0.752,0.011,0.274,0.06,0.004,0.053,0,0.005,0.105,0.172,0,0.187,1.503,0.021,0.823,0.06,0.004,0.053,0,0.005,0.105,0.343,0,0.187,3.012,10.981,0.157,6.014,0.438,0.027,0.387,0,0.039,0.765,2.508,0.002,1.369,7.305,5.49,0.078,4.01,0.438,0.027,0.387,0,0.077,1.53,1.254,0.002,1.369,13.291,5.49,2.51,1.5,0.078,0.438,0.027,0.387,0,0.077,1.53,1.254,0.002,1.369,13.291,2.629,0.159426184,0.783274951,0.057298865,0.342453863
01A06A_1,01A06A_t-25,01A06A,5,44.6932,0.3766,32.9316,1.5475,0.0724,1.6551,0,0.5264,9.3139,1.091355691,0,0.3537,91.4796,0.149,91.331,0.744,0.005,0.323,0.022,0.001,0.041,0,0.008,0.099,0.028,0,0.019,1.488,0.009,0.969,0.022,0.001,0.041,0,0.008,0.099,0.056,0,0.019,2.703,12.111,0.077,7.888,0.175,0.008,0.334,0,0.069,0.805,0.456,0,0.152,8.141,6.056,0.038,5.259,0.175,0.008,0.334,0,0.138,1.61,0.228,0,0.152,13.847,6.056,1.944,3.314,0.038,0.175,0.008,0.334,0,0.138,1.61,0.228,0,0.152,13.847,3.848,0.086376652,0.964999416,-0.051376068,0.037885534
01A06A_2,01A06A_t-26,01A06A,5,44.4393,0.3435,32.7372,1.7488,0.0865,1.7722,0,0.4524,9.9006,1.339532512,0.0005,0.3434,91.858,0.145,91.713,0.74,0.004,0.321,0.024,0.001,0.044,0,0.007,0.105,0.034,0,0.018,1.479,0.009,0.963,0.024,0.001,0.044,0,0.007,0.105,0.069,0,0.018,2.711,12.005,0.07,7.817,0.198,0.01,0.357,0,0.059,0.853,0.558,0,0.147,8.115,6.003,0.035,5.211,0.198,0.01,0.357,0,0.118,1.706,0.279,0,0.147,13.916,6.003,1.997,3.214,0.035,0.198,0.01,0.357,0,0.118,1.706,0.279,0,0.147,13.916,3.853,0.093592215,0.957244783,-0.050836998,0.036669053
